1	我看过许多勇敢的人，不怕措折地奋斗，这种精神值得我们学习。	我看过许多勇敢的人，不怕挫折地奋斗，这种精神值得我们学习。
1	选择方向，如何选择方向呢？当然，那就是要看你的意识，如果误入歧途，那将会是个很大的错误，想要挽回可以被人称赞的方向，是必需具备那监强的毅力啊！如叶子的方向，是由风来决定的，但是人的方向，就是自己来决定的了。	选择方向，如何选择方向呢？当然，那就是要看你的意识，如果误入歧途，那将会是个很大的错误，想要挽回可以被人称赞的方向，是必需具备那坚强的毅力啊！如叶子的方向，是由风来决定的，但是人的方向，就是自己来决定的了。
1	在我小的时候爸妈总是问我，你以后想当什么职业，我都说，我不知道，我心想还这么久紧张什么。没想到在我长大以后爸妈问我你的志向是什么，我却雅口无言，后悔自己小时候不先思考这个问题。	在我小的时候爸妈总是问我，你以后想当什么职业，我都说，我不知道，我心想还这么久紧张什么。没想到在我长大以后爸妈问我你的志向是什么，我却哑口无言，后悔自己小时候不先思考这个问题。
1	不能一直靠同学或身旁的人的提醒，行成一种依赖的习惯，但是必须长期维持，持续一步一步的走向正确的方向，不能一下子好一下子走向反方向，所以人生中的方向有许多条。	不能一直靠同学或身旁的人的提醒，形成一种依赖的习惯，但是必须长期维持，持续一步一步的走向正确的方向，不能一下子好一下子走向反方向，所以人生中的方向有许多条。
1	像有一次自己算数学时，我是会把所有的分母通分，不会按步就班的一个一个就把括号里的先做完，总是像还没学会走路的小鸟就想飞，一步登天。	像有一次自己算数学时，我是会把所有的分母通分，不会按部就班的一个一个就把括号里的先做完，总是像还没学会走路的小鸟就想飞，一步登天。
3	当每次选择到错误的方向时就记取教训，把错误的变成对的。电视上常在报导，这些人因为误入歧徒而进鑑牢，不过有些应该会记取教训改向正途，这些人我觉得非常励害，所以我应该要学习如何选正确的方向。	当每次选择到错误的方向时就记取教训，把错误的变成对的。电视上常在报导，这些人因为误入歧途而进监牢，不过有些应该会记取教训改向正途，这些人我觉得非常厉害，所以我应该要学习如何选正确的方向。
1	方向是什么？有时候我们在十字路口过马路时，一定会朝着正确的方向前进，而不是乱走，人生也是一样的，但道路不是只有二、三条，而是上千条，在这上千条中，一定会有几个是恶劣的，而正确的方向，是需要我们自己去探锁。	方向是什么？有时候我们在十字路口过马路时，一定会朝着正确的方向前进，而不是乱走，人生也是一样的，但道路不是只有二、三条，而是上千条，在这上千条中，一定会有几个是恶劣的，而正确的方向，是需要我们自己去探索。
1	当我们跨出这一步时，要先想好事情的后果，而不是不顾一切，勇往直前，勉得最后事情变得无法收拾。	当我们跨出这一步时，要先想好事情的后果，而不是不顾一切，勇往直前，免得最后事情变得无法收拾。
1	一个人的方向由自己来决定，每个人的方向都不一样，像以后来要做什么都是由自己的方向来觉定。	一个人的方向由自己来决定，每个人的方向都不一样，像以后来要做什么都是由自己的方向来决定。
1	想到了你要去做的方向，但不知道自己已后会不会后悔，所以一定要选择、把握好方向，不会后悔。	想到了你要去做的方向，但不知道自己以后会不会后悔，所以一定要选择、把握好方向，不会后悔。
2	每个人的方向不同，但都会是一个美好的开始也会是最美好的结果，一路上不可以半途而费，不然你在这条路途中就会失败，如果你不想失败的话那就一定要把这一条慢长的路给走完。	每个人的方向不同，但都会是一个美好的开始也会是最美好的结果，一路上不可以半途而废，不然你在这条路途中就会失败，如果你不想失败的话那就一定要把这一条漫长的路给走完。
1	早上起来我回答我爸爸，我说：「因该是因为我很爱吃好吃的东西」，所以呢？我爸回答，因为我也很希望别人吃到很多好吃的东西，我很快乐的回答。	早上起来我回答我爸爸，我说：「应该是因为我很爱吃好吃的东西」，所以呢？我爸回答，因为我也很希望别人吃到很多好吃的东西，我很快乐的回答。
1	俗话说：「天生我材必有用。」接下来，把握就是输赢的关键了！不懂得努力的人，就算资质再好也没用，唯有把握住机会的人，才能享受那璀灿的人生。	俗话说：「天生我材必有用。」接下来，把握就是输赢的关键了！不懂得努力的人，就算资质再好也没用，唯有把握住机会的人，才能享受那璀璨的人生。
1	许多事物的方向不能自己觉定，但我们可以去思考，而其他事物不行，人生是自己的不是别人的，父母不能替你完成这一生，人生怎么要自己决定。	许多事物的方向不能自己决定，但我们可以去思考，而其他事物不行，人生是自己的不是别人的，父母不能替你完成这一生，人生怎么要自己决定。
1	所以当你惊觉时已经太晚了，为了要让自己有一个美好和完美的人生，在只偏一点点的时候，赶紧补救寻求家人和父母以及同学的帮助，以勉踏上了不归之路。	所以当你惊觉时已经太晚了，为了要让自己有一个美好和完美的人生，在只偏一点点的时候，赶紧补救寻求家人和父母以及同学的帮助，以免踏上了不归之路。
2	未来的事我们还没辨法确定，我们只能确定一件事：如果不努力，是百分之零的不可能，有去尝试了，如果没有成功，再更加努力还是改个方向，如果成功了，就会像雨后的彩红，让人期待又美好，所以努力赢来的总会比不劳而获的好。	未来的事我们还没办法确定，我们只能确定一件事：如果不努力，是百分之零的不可能，有去尝试了，如果没有成功，再更加努力还是改个方向，如果成功了，就会像雨后的彩虹，让人期待又美好，所以努力赢来的总会比不劳而获的好。
1	在这么「高度紧蹦」的生活下，我们可能会迷失个人对生命的期许，或甚是对自我实现的渴望。虽说这些「永远」的考虑对现在来说十分的不切实际，但我们是人生的掌舵手，茫茫大海的尽处，一座象征「成功」的岛傲然耸立。	在这么「高度紧绷」的生活下，我们可能会迷失个人对生命的期许，或甚是对自我实现的渴望。虽说这些「永远」的考虑对现在来说十分的不切实际，但我们是人生的掌舵手，茫茫大海的尽处，一座象征「成功」的岛傲然耸立。
